duration_seconds,quiz_seconds,quiz_score,wrong_count,answer_change_count,max_answer_changes_per_question,hidden_count,focus_ratio,total_input_events,active_ratio,face_absent_seconds,longest_face_absence_seconds,absence_count,multiple_faces_seconds,multiple_faces_detected_count,label
572,187,87,1,0,0,1,0.817,210,0.22,2,2,0,0,0,0
601,95,88,1,0,0,1,0.81,74,0.195,69,42,3,0,0,1
429,181,90,1,4,2,9,0.673,112,0.226,3,3,0,0,0,1
119,51,40,6,4,6,5,0.556,9,0.079,45,15,0,0,0,1
651,143,94,1,4,0,2,0.818,49,0.15,10,1,0,34,2,1
603,71,70,3,1,0,1,0.939,214,0.126,2,2,0,0,0,0
28,18,79,2,4,0,1,0.928,198,0.096,12,1,2,0,0,1
384,124,83,2,4,1,0,0.887,110,0.208,5,5,0,0,0,0
450,156,81,2,1,1,8,0.458,140,0.329,12,0,2,0,0,1
536,118,74,3,2,2,2,0.808,62,0.192,16,3,2,0,0,0
569,100,76,2,0,0,1,0.95,18,0.027,11,11,2,0,0,1
405,45,86,1,4,3,1,0.974,104,0.145,44,19,1,0,0,1
291,57,78,2,2,1,1,0.992,120,0.201,15,6,2,0,0,0
314,60,89,1,3,0,2,0.782,71,0.271,15,9,1,0,0,0
183,60,50,5,11,6,6,0.675,33,0.067,65,9,0,0,0,1
140,27,70,3,6,4,6,0.741,35,0.105,34,18,0,0,0,1
23,16,2,10,1,1,1,0.975,205,0.161,10,5,1,0,0,1
10,17,0,8,0,0,1,0.956,219,0.229,14,1,1,0,0,1
258,146,72,3,0,0,1,0.852,120,0.281,12,12,0,0,0,0
369,179,89,1,3,1,2,0.983,139,0.109,4,0,0,0,0,0
265,119,71,3,2,0,1,0.995,206,0.257,105,69,2,0,0,1
375,100,91,1,1,1,1,0.92,129,0.211,19,7,2,0,0,0
16,7,90,1,3,2,2,0.886,72,0.161,13,3,0,0,0,1
638,66,95,0,3,0,0,0.973,99,0.227,90,28,3,0,0,1
109,29,30,7,6,8,3,0.59,37,0.095,39,27,0,0,0,1
217,74,30,7,6,3,2,0.464,16,0.079,25,20,0,0,0,1
372,94,85,2,0,0,0,0.849,44,0.254,11,10,2,0,0,0
320,104,75,2,2,2,2,0.945,96,0.252,20,4,1,0,0,0
43,5,86,1,2,0,0,0.812,215,0.129,4,2,0,0,0,1
270,115,86,1,2,2,2,0.784,131,0.303,0,0,1,0,0,0
571,54,78,2,0,0,2,0.861,67,0.292,3,3,2,0,0,0
575,162,79,2,0,0,0,0.877,17,0.001,5,5,0,0,0,1
674,81,91,1,2,2,1,0.938,8,0.034,6,6,1,0,0,1
271,164,96,0,1,1,9,0.289,81,0.169,16,1,0,0,0,1
329,161,72,3,0,0,1,0.93,57,0.09,11,6,0,0,0,0
338,167,86,1,0,0,0,0.948,114,0.229,6,2,2,0,0,0
534,56,84,2,2,1,0,0.881,8,0.06,0,0,1,0,0,0
537,162,70,3,3,2,10,0.261,69,0.2,2,2,1,0,0,1
315,120,84,2,0,0,1,0.846,113,0.125,13,0,0,0,0,0
407,55,85,2,1,1,0,0.99,154,0.296,4,4,2,0,0,0
34,11,82,2,2,0,1,0.894,136,0.249,5,4,0,0,0,1
569,181,87,1,4,0,0,0.994,53,0.329,12,8,2,0,0,0
602,79,76,2,0,0,7,0.336,129,0.206,7,7,1,0,0,1
551,74,98,0,1,0,0,0.83,88,0.104,15,9,1,0,0,0
17,27,13,9,2,1,2,0.906,46,0.249,7,2,0,0,0,1
240,112,75,2,4,3,1,0.8,125,0.277,12,4,0,0,0,0
614,164,71,3,0,0,2,0.976,140,0.087,12,3,1,0,0,0
415,107,94,1,4,0,1,0.88,142,0.267,1,1,1,0,0,0
599,108,95,0,0,0,1,0.871,72,0.343,4,4,2,0,0,0
281,102,70,3,3,3,2,0.8,154,0.321,14,11,0,0,0,0
550,190,76,2,3,1,2,0.828,151,0.159,12,10,1,0,0,0
605,87,96,0,3,2,2,0.817,6,0.048,13,7,2,0,0,1
807,74,90,1,2,1,1,0.858,8,0.023,6,6,0,0,0,1
567,164,84,2,4,0,1,0.939,145,0.174,18,4,2,0,0,0
217,36,60,4,4,8,5,0.728,37,0.118,21,15,1,0,0,1
47,18,14,10,4,2,0,0.906,149,0.238,13,12,1,0,0,1
112,52,40,6,6,7,5,0.504,35,0.02,58,11,1,0,0,1
255,179,70,3,2,1,2,0.889,158,0.161,11,5,2,0,0,0
563,186,87,1,4,3,1,0.806,104,0.19,3,3,1,0,0,0
269,146,85,2,3,0,2,0.931,201,0.12,11,5,0,0,0,0
12,10,79,2,2,0,2,0.879,96,0.232,0,0,2,0,0,1
9,26,86,1,3,2,1,0.825,80,0.178,17,5,1,0,0,1
148,27,30,7,9,8,6,0.527,18,0.101,25,11,2,0,0,1
498,119,80,2,4,3,6,0.559,82,0.251,6,3,1,0,0,1
253,208,85,2,1,1,1,0.885,77,0.123,10,4,1,0,0,0
277,133,75,2,0,0,1,0.815,94,0.23,5,3,0,25,4,1
413,165,90,1,2,0,1,0.973,128,0.329,1,1,1,0,0,0
325,50,50,5,11,5,4,0.645,44,0.101,62,9,1,0,0,1
616,133,78,2,3,1,0,0.843,151,0.189,1,1,1,0,0,0
610,58,73,3,0,0,8,0.4,43,0.121,8,8,2,0,0,1
332,184,97,0,2,2,8,0.474,166,0.221,7,6,0,0,0,1
46,21,17,9,3,0,0,0.833,62,0.126,4,4,2,0,0,1
11,9,96,0,0,0,2,0.894,140,0.132,16,8,1,0,0,1
26,23,31,9,1,1,2,0.835,145,0.268,15,0,0,0,0,1
542,97,91,1,0,0,0,0.906,112,0.329,13,3,1,0,0,0
335,80,30,7,5,6,3,0.722,17,0.065,38,28,0,0,0,1
313,106,87,1,4,2,1,0.997,116,0.164,10,9,1,0,0,0
470,172,90,1,2,2,6,0.305,203,0.106,5,2,0,0,0,1
487,172,70,3,1,1,2,0.986,155,0.155,17,0,0,0,0,0
691,49,93,1,4,3,2,0.949,64,0.082,14,4,2,0,0,0
256,97,79,2,3,0,8,0.655,154,0.212,18,3,1,0,0,1
413,167,78,2,4,2,1,0.846,68,0.098,20,4,1,0,0,0
652,186,73,3,4,0,2,0.953,5,0.04,7,4,1,0,0,1
464,63,88,1,1,1,0,0.927,109,0.219,20,9,1,0,0,0
484,68,71,3,2,0,7,0.624,117,0.18,5,0,1,0,0,1
545,167,74,3,0,0,1,0.799,79,0.11,3,3,0,0,0,0
471,89,79,2,1,0,2,0.881,18,0.052,18,2,1,0,0,1
843,80,80,2,3,0,0,0.891,9,0.016,12,11,0,0,0,1
410,181,79,2,2,0,1,0.967,65,0.28,2,2,1,0,0,0
346,181,94,1,0,0,2,0.84,82,0.213,2,2,2,0,0,0
645,194,100,0,0,0,2,0.961,215,0.15,5,5,2,0,0,0
196,69,70,3,6,5,4,0.563,30,0.054,39,15,0,0,0,1
347,53,20,8,5,6,5,0.462,43,0.071,43,15,1,0,0,1
28,30,82,2,3,2,1,0.89,93,0.147,19,7,2,0,0,1
857,168,96,0,0,0,0,0.848,9,0.015,19,10,1,0,0,1
670,110,70,3,0,0,1,0.985,198,0.111,8,2,1,0,0,0
491,131,92,1,3,1,0,0.956,178,0.275,4,1,0,0,0,0
546,184,83,2,3,1,1,0.919,167,0.089,20,12,2,0,0,0
691,65,75,2,3,3,2,0.828,192,0.312,20,12,2,0,0,0
249,55,91,1,0,0,0,0.895,98,0.212,4,4,1,0,0,0
663,191,71,3,1,0,2,0.873,77,0.287,4,4,2,0,0,0
640,139,85,2,1,1,2,0.936,118,0.312,0,0,2,0,0,0
751,188,85,2,3,3,0,0.898,5,0.02,5,5,2,0,0,1
562,159,80,2,4,0,0,0.848,51,0.317,59,28,3,0,0,1
645,137,81,2,2,2,4,0.457,132,0.197,18,7,2,0,0,1
472,192,100,0,1,1,1,0.889,0,0.063,15,3,1,0,0,1
504,171,91,1,1,1,4,0.46,97,0.113,13,5,0,0,0,1
44,28,80,2,4,0,1,0.807,102,0.299,17,10,2,0,0,1
304,63,91,1,1,1,2,0.993,113,0.264,13,4,0,0,0,0
408,83,74,3,2,1,1,0.936,39,0.122,19,12,0,0,0,0
675,115,85,2,4,1,2,0.799,131,0.114,19,1,0,0,0,0
696,54,92,1,2,2,0,0.924,112,0.169,6,6,0,0,0,0
8,21,9,10,0,0,2,0.812,186,0.197,15,8,0,0,0,1
12,10,6,10,4,0,2,0.834,39,0.236,3,3,1,0,0,1
697,166,90,1,4,0,0,0.908,67,0.2,19,10,1,0,0,0
596,146,96,0,3,0,1,0.874,51,0.16,0,0,1,0,0,0
590,102,86,1,3,0,2,0.855,168,0.081,11,6,1,0,0,0
362,168,92,1,1,1,2,0.994,61,0.307,16,1,1,0,0,0
634,141,73,3,2,2,0,0.82,147,0.187,5,5,2,0,0,0
32,21,83,2,0,0,1,0.92,142,0.138,10,10,2,0,0,1
394,171,81,2,0,0,2,0.994,173,0.091,2,2,1,0,0,0
852,179,70,3,0,0,0,0.922,6,0.049,17,7,2,0,0,0
29,14,83,2,2,0,0,0.906,118,0.187,12,0,1,0,0,1
365,63,74,3,1,1,0,0.932,187,0.255,20,5,1,0,0,0
166,26,70,3,8,9,4,0.637,30,0.106,63,13,1,0,0,1
487,136,89,1,2,2,2,0.953,158,0.268,10,5,1,0,0,0
260,151,81,2,0,0,1,0.814,103,0.167,6,6,0,0,0,0
284,200,100,0,2,0,1,0.962,149,0.274,15,3,1,0,0,0
321,96,88,1,4,0,1,0.868,102,0.139,10,7,0,0,0,0
639,188,89,1,3,2,1,0.901,103,0.148,15,5,1,0,0,0
503,149,74,3,2,0,2,0.85,61,0.198,1,1,2,0,0,0
278,79,78,2,1,1,0,0.922,206,0.256,13,11,1,0,0,0
363,161,78,2,2,2,10,0.508,90,0.172,9,9,2,0,0,1
593,127,76,2,0,0,0,0.821,143,0.32,13,6,1,0,0,0
521,181,71,3,0,0,0,0.882,54,0.239,13,4,1,0,0,0
566,198,92,1,4,2,0,0.925,13,0.064,17,6,1,0,0,1
293,124,84,2,2,1,9,0.522,137,0.121,5,5,1,0,0,1
700,142,73,3,1,1,1,0.919,90,0.295,2,2,2,0,0,0
598,117,80,2,3,2,2,0.908,117,0.328,51,49,3,0,0,1
602,87,70,3,3,2,2,0.863,220,0.271,71,32,2,0,0,1
28,10,88,1,3,3,2,0.859,189,0.153,10,6,0,0,0,1
537,194,95,0,2,1,0,0.929,75,0.321,5,2,0,0,0,0
191,28,60,4,5,6,5,0.672,31,0.094,45,18,0,0,0,1
39,12,9,7,2,2,0,0.977,61,0.284,3,3,0,0,0,1
852,123,70,3,3,0,0,0.982,11,0.059,16,3,0,0,0,0
348,177,88,1,4,3,1,0.889,142,0.088,11,2,0,0,0,0
375,95,84,2,3,0,1,0.968,176,0.299,2,2,0,0,0,0
476,73,71,3,2,2,1,0.985,64,0.284,11,9,0,0,0,0
646,86,89,1,1,1,0,0.941,91,0.215,15,10,1,0,0,0
285,186,96,0,4,1,1,0.847,170,0.254,54,25,2,0,0,1
507,75,91,1,0,0,2,0.797,61,0.184,14,7,1,0,0,0
271,109,75,2,1,0,1,0.858,162,0.319,7,7,1,0,0,0
672,146,71,3,3,0,1,0.981,107,0.127,17,1,1,0,0,0
326,137,70,3,4,2,2,0.973,115,0.084,19,0,1,0,0,0
437,172,89,1,3,3,1,0.982,86,0.15,47,22,4,0,0,1
653,165,100,0,2,2,0,0.837,188,0.189,16,5,1,0,0,0
408,190,84,2,1,1,2,0.9,129,0.166,11,0,1,0,0,0
545,171,77,2,0,0,0,0.837,119,0.178,16,7,1,0,0,0
604,169,79,2,2,2,1,0.822,7,0.014,20,5,2,0,0,1
12,28,88,1,1,1,0,0.956,50,0.101,9,0,0,0,0,1
314,113,89,1,1,1,6,0.461,50,0.176,6,1,0,0,0,1
602,138,81,2,3,3,2,0.894,17,0.036,14,1,1,0,0,1
445,63,70,3,1,1,0,0.922,160,0.283,58,45,2,0,0,1
201,50,40,6,4,4,5,0.745,10,0.072,24,17,0,0,0,1
494,48,92,1,1,1,10,0.391,121,0.315,1,1,2,0,0,1
704,59,80,2,2,2,1,0.839,219,0.084,12,6,0,0,0,0
452,114,98,0,0,0,1,0.993,60,0.117,3,0,1,0,0,0
333,52,75,2,4,2,2,0.999,63,0.159,9,4,1,0,0,0
401,58,88,1,2,0,1,0.974,141,0.212,0,0,1,0,0,0
588,194,77,2,2,1,6,0.534,93,0.302,4,4,2,0,0,1
453,114,82,2,0,0,2,0.994,219,0.321,9,9,1,30,4,1
419,124,73,3,2,2,1,0.991,104,0.176,4,4,2,0,0,0
603,208,86,1,2,1,2,0.967,142,0.272,50,18,3,0,0,1
343,73,75,2,0,0,0,0.899,215,0.245,2,2,2,0,0,0
415,124,88,1,4,1,2,0.901,158,0.134,19,10,2,0,0,0
48,26,3,9,3,1,0,0.918,159,0.131,8,8,1,0,0,1
252,160,99,0,4,0,4,0.568,128,0.326,3,3,2,0,0,1
574,57,84,2,4,2,2,0.796,103,0.229,8,0,1,0,0,0
497,80,83,2,3,1,1,0.988,111,0.314,2,2,0,0,0,0
513,79,94,1,1,1,0,0.853,175,0.205,6,1,2,0,0,0
734,88,74,3,2,1,1,0.844,15,0.016,10,10,1,0,0,1
468,52,92,1,0,0,1,0.894,6,0.031,7,5,2,0,0,1
368,195,71,3,0,0,2,0.923,214,0.218,50,45,1,0,0,1
477,138,77,2,2,0,8,0.451,98,0.169,8,1,1,0,0,1
151,32,70,3,11,7,3,0.533,40,0.037,38,21,1,0,0,1
15,5,9,10,4,3,1,0.9,44,0.081,13,8,2,0,0,1
141,72,50,5,12,6,6,0.603,23,0.081,16,8,0,0,0,1
295,164,90,1,3,2,5,0.408,130,0.089,8,3,2,0,0,1
612,203,77,2,4,2,0,0.845,12,0.057,14,7,0,0,0,1
661,161,82,2,4,2,2,0.944,187,0.339,16,3,1,0,0,0
275,98,96,0,0,0,2,0.88,50,0.135,12,12,2,0,0,0
761,56,76,2,4,2,0,0.851,14,0.073,13,0,2,0,0,1
625,164,70,3,1,1,0,0.818,65,0.277,14,2,0,0,0,0
539,153,96,0,1,1,0,0.969,15,0.007,18,5,2,0,0,1
882,118,88,1,0,0,2,0.839,15,0.054,4,1,2,0,0,0
526,114,82,2,0,0,10,0.555,75,0.263,20,3,0,0,0,1
384,107,86,1,4,2,5,0.634,188,0.252,3,3,1,0,0,1
477,80,89,1,0,0,1,0.967,165,0.167,4,4,1,0,0,0
20,32,98,0,3,3,0,0.966,163,0.269,19,4,1,0,0,1
389,57,96,0,0,0,2,0.818,214,0.196,20,7,2,0,0,0
321,75,70,3,1,1,0,0.896,114,0.185,5,5,1,0,0,0
708,209,79,2,0,0,2,0.911,212,0.218,7,7,1,0,0,0
25,10,26,10,2,2,2,0.903,84,0.223,5,5,1,0,0,1
50,18,11,9,0,0,2,0.851,64,0.285,19,5,2,0,0,1
506,145,87,1,0,0,0,0.793,3,0.038,2,2,2,0,0,1
40,26,17,10,1,1,2,0.968,165,0.21,3,2,1,0,0,1
364,63,100,0,2,0,2,0.963,151,0.207,3,3,1,0,0,0
368,126,72,3,4,2,1,0.962,60,0.088,80,58,4,0,0,1
518,113,100,0,4,0,1,0.826,192,0.187,18,5,0,0,0,0
43,33,89,1,2,2,2,0.933,203,0.29,16,3,0,0,0,1
495,100,74,3,3,1,2,0.827,87,0.267,18,9,0,0,0,0
395,181,98,0,1,1,0,0.919,55,0.289,47,39,1,0,0,1
370,152,89,1,2,1,1,0.862,117,0.331,11,2,1,0,0,0
248,156,72,3,4,3,0,0.839,157,0.088,19,2,1,27,3,1
206,172,88,1,4,3,8,0.288,67,0.133,15,7,1,0,0,1
710,176,74,3,3,0,0,0.894,18,0.063,7,7,2,0,0,1
321,85,83,2,2,2,2,0.969,111,0.183,15,11,1,0,0,0
25,12,88,1,0,0,2,0.996,183,0.107,18,1,0,0,0,1
717,108,90,1,0,0,0,0.845,168,0.335,15,10,1,0,0,0
181,90,72,3,3,1,9,0.482,94,0.161,0,0,1,0,0,1
247,134,83,2,4,1,2,0.925,186,0.245,18,10,2,0,0,1
715,79,72,3,2,1,1,0.811,7,0.001,10,3,0,0,0,1
504,144,99,0,3,0,1,0.86,1,0.048,9,2,1,0,0,1
328,210,78,2,4,3,2,0.969,92,0.203,20,0,2,0,0,0
646,133,74,3,0,0,1,0.893,220,0.177,12,4,2,0,0,0
43,8,12,10,4,1,2,0.961,172,0.335,8,8,0,0,0,1
543,67,92,1,4,1,1,0.897,188,0.157,15,5,0,0,0,0
344,29,20,8,5,7,3,0.57,36,0.09,24,9,2,0,0,1
405,136,70,3,0,0,0,0.833,157,0.254,8,5,1,0,0,0
44,23,81,2,3,0,1,0.825,162,0.317,1,1,2,0,0,1
272,65,97,0,1,1,1,0.792,185,0.209,17,2,0,0,0,0
387,185,80,2,0,0,7,0.647,131,0.123,3,3,0,0,0,1
632,158,80,2,2,2,2,0.846,68,0.237,11,9,2,28,3,1
659,133,96,0,3,0,2,0.834,137,0.144,14,12,1,0,0,0
593,184,85,2,4,3,2,1.0,119,0.265,61,34,1,0,0,1
347,113,74,3,3,3,0,0.804,81,0.273,3,3,2,0,0,0
8,5,91,1,0,0,0,0.977,190,0.322,10,9,1,0,0,1
222,206,96,0,3,0,10,0.422,94,0.141,6,0,1,0,0,1
372,138,96,0,4,3,1,0.995,168,0.269,9,4,0,0,0,0
370,100,70,3,4,3,1,0.989,217,0.289,7,7,1,0,0,0
698,79,91,1,3,1,1,0.939,44,0.133,9,0,0,0,0,0
768,95,83,2,1,1,0,0.832,0,0.059,9,7,2,0,0,1
450,181,77,2,4,1,0,0.833,155,0.33,8,3,2,0,0,0
330,111,90,1,4,1,1,0.813,196,0.175,9,8,2,0,0,0
397,203,71,3,2,2,1,0.87,133,0.085,16,6,1,0,0,0
530,59,83,2,2,2,1,0.908,150,0.169,68,34,1,0,0,1
697,158,100,0,2,2,1,0.919,215,0.298,90,27,2,0,0,1
279,169,90,1,4,3,1,0.878,91,0.19,3,3,1,0,0,0
533,157,82,2,0,0,1,0.83,55,0.134,12,11,2,0,0,0
18,20,90,1,0,0,0,0.938,128,0.225,20,10,2,0,0,1
368,71,74,3,2,1,4,0.316,144,0.318,17,12,0,0,0,1
653,190,82,2,3,0,0,0.821,187,0.109,2,2,0,0,0,0
591,52,93,1,0,0,2,0.958,97,0.33,3,3,2,0,0,0
23,19,89,1,4,2,2,0.853,71,0.216,14,0,1,0,0,1
556,133,84,2,2,0,0,0.799,196,0.317,10,8,0,0,0,0
606,85,82,2,2,2,1,0.805,107,0.254,18,5,2,28,2,1
17,6,87,1,0,0,0,0.854,72,0.156,1,1,1,0,0,1
286,78,91,1,1,1,1,0.803,174,0.323,2,2,1,0,0,0
688,94,77,2,0,0,1,0.843,44,0.253,18,11,2,0,0,0
460,67,76,2,2,0,0,0.847,219,0.15,9,9,2,0,0,0
631,195,82,2,3,0,0,0.784,14,0.073,7,7,1,0,0,0
619,148,71,3,4,0,2,0.9,46,0.282,16,11,2,0,0,0
10,9,89,1,2,2,1,0.962,188,0.256,7,7,2,0,0,1
275,69,50,5,5,5,2,0.612,40,0.067,60,16,2,0,0,1
419,181,95,0,3,0,2,0.887,67,0.198,14,2,1,0,0,0
37,30,91,1,0,0,1,0.837,146,0.281,16,9,0,0,0,1
381,67,71,3,0,0,1,0.883,167,0.23,7,7,1,0,0,0
454,140,91,1,0,0,1,0.826,170,0.213,16,2,1,0,0,0
630,80,88,1,0,0,0,0.917,18,0.037,12,10,1,0,0,1
28,18,72,3,0,0,2,0.811,112,0.236,11,9,0,0,0,1
647,202,73,3,2,1,1,0.878,7,0.037,7,7,0,0,0,1
12,26,0,10,3,1,1,0.813,184,0.214,5,2,2,0,0,1
268,88,74,3,0,0,5,0.353,108,0.254,8,8,1,0,0,1
474,134,79,2,3,3,0,0.863,5,0.013,1,1,2,0,0,1
269,52,87,1,1,1,2,0.92,72,0.294,17,5,2,0,0,0
622,208,85,2,0,0,0,0.933,120,0.2,4,4,2,0,0,0
286,136,99,0,3,2,1,0.977,163,0.161,10,10,0,0,0,0
511,63,82,2,1,1,0,0.835,131,0.169,9,0,0,0,0,0
245,63,96,0,4,3,1,0.805,47,0.284,14,11,2,32,2,1
271,129,86,1,2,0,2,0.788,186,0.343,14,9,0,0,0,0
15,35,72,3,0,0,1,0.835,37,0.252,14,11,2,0,0,1
307,204,89,1,4,1,0,0.961,58,0.232,18,10,1,0,0,0
565,83,98,0,3,0,0,0.945,151,0.252,9,5,2,0,0,0
32,25,75,2,4,1,1,0.949,192,0.267,8,6,1,0,0,1
515,188,88,1,0,0,1,0.945,87,0.276,13,1,1,0,0,0
462,202,98,0,1,1,2,0.861,93,0.336,3,3,1,0,0,0
576,130,88,1,2,0,1,0.913,204,0.272,17,9,2,0,0,0
596,53,92,1,2,2,0,0.86,157,0.226,9,9,1,0,0,0
307,41,60,4,10,5,5,0.464,21,0.036,31,21,2,0,0,1
714,94,71,3,0,0,0,0.828,66,0.146,1,1,2,0,0,0
41,17,30,8,1,1,1,0.826,189,0.227,10,9,1,0,0,1
287,188,90,1,1,0,2,0.827,137,0.132,9,1,0,0,0,0
154,30,70,3,8,7,4,0.7,16,0.106,25,20,0,0,0,1
185,80,71,3,0,0,9,0.481,77,0.346,0,0,0,0,0,1
744,172,89,1,4,0,0,0.837,16,0.067,0,0,0,0,0,1
457,144,89,1,3,3,10,0.612,53,0.1,2,0,1,0,0,1
481,168,95,0,3,2,2,0.893,0,0.07,7,4,0,0,0,1
815,65,72,3,1,1,0,0.918,14,0.03,18,8,0,0,0,1
269,132,95,0,0,0,1,0.866,112,0.318,0,0,2,0,0,0
523,155,100,0,2,0,2,0.783,160,0.233,11,2,0,0,0,0
894,58,95,0,0,0,2,0.885,0,0.071,5,1,2,0,0,1
619,202,100,0,1,1,1,0.928,137,0.202,76,67,2,0,0,1
592,125,90,1,1,1,2,0.933,3,0.017,20,3,1,0,0,1
324,135,79,2,2,2,0,0.943,111,0.182,43,29,4,0,0,1
331,177,89,1,1,0,0,0.937,164,0.114,0,0,0,0,0,0
28,32,77,2,2,2,1,0.82,170,0.209,19,9,0,0,0,1
166,32,40,6,4,9,3,0.734,35,0.111,34,19,1,0,0,1
8,15,77,2,1,1,0,0.95,114,0.117,18,3,2,0,0,1
363,101,96,0,3,3,0,0.81,212,0.242,3,3,0,0,0,0
840,187,92,1,3,2,0,0.977,8,0.042,2,2,1,0,0,1
582,91,78,2,1,0,2,0.798,103,0.34,13,4,2,27,4,1
357,94,85,2,0,0,10,0.412,96,0.285,18,8,0,0,0,1
41,11,72,3,0,0,0,0.822,171,0.263,3,0,2,0,0,1
641,191,89,1,1,1,2,0.831,47,0.141,9,9,2,0,0,0
666,91,99,0,1,0,2,0.963,2,0.051,4,4,2,0,0,1
38,27,94,1,0,0,0,0.954,214,0.276,12,6,1,0,0,1
416,197,70,3,2,1,1,0.991,40,0.117,11,11,0,0,0,0
339,207,83,2,1,1,0,0.861,100,0.301,84,48,3,0,0,1
335,132,92,1,0,0,2,0.971,147,0.331,2,2,0,0,0,0
216,163,71,3,3,0,9,0.381,138,0.282,6,6,2,0,0,1
484,98,74,3,4,3,2,0.924,208,0.244,12,12,1,0,0,0
312,100,70,3,1,1,2,0.809,192,0.291,19,5,2,0,0,0
414,120,81,2,2,2,1,0.974,217,0.135,15,6,0,0,0,0
534,210,100,0,3,1,1,0.959,215,0.173,20,7,1,26,2,1
363,136,98,0,3,0,0,0.804,182,0.255,80,64,1,0,0,1
592,109,70,3,1,1,2,0.944,163,0.123,7,4,0,0,0,0
15,4,10,7,2,0,2,0.808,144,0.245,14,9,0,0,0,1
341,187,95,0,4,1,0,0.997,185,0.221,11,3,2,24,4,1
505,85,83,2,4,2,1,0.871,55,0.249,11,7,2,0,0,0
628,159,81,2,2,0,0,0.939,6,0.05,6,5,2,0,0,1
61,14,35,9,4,0,0,0.819,120,0.233,5,1,2,0,0,1
711,92,99,0,4,0,2,0.891,159,0.287,2,2,0,0,0,0
614,60,74,3,4,0,2,0.827,89,0.242,73,41,2,0,0,1
652,97,94,1,0,0,1,0.852,143,0.237,10,9,1,0,0,0
237,28,50,5,9,7,2,0.635,24,0.041,45,26,0,0,0,1
564,203,78,2,4,2,2,0.974,43,0.324,60,54,2,0,0,1
625,176,75,2,0,0,0,0.869,115,0.245,14,6,1,0,0,0
501,45,77,2,1,0,0,0.994,45,0.303,15,9,0,0,0,0
454,82,72,3,0,0,0,0.828,148,0.347,4,4,1,0,0,0
707,177,81,2,2,2,2,0.846,46,0.156,12,10,1,0,0,0
424,57,77,2,0,0,1,0.938,149,0.151,9,9,2,0,0,0
32,33,74,3,3,0,2,0.838,199,0.151,12,5,2,0,0,0
580,111,86,1,3,1,2,0.99,71,0.335,15,6,0,0,0,0
284,118,76,2,2,0,2,0.872,177,0.291,16,9,1,0,0,0
520,88,70,3,2,2,2,0.933,150,0.096,8,0,1,0,0,0
691,128,86,1,2,2,0,0.976,208,0.108,12,6,0,0,0,0
346,71,30,7,4,3,3,0.475,34,0.023,39,20,2,0,0,1
289,184,93,1,1,0,1,0.873,220,0.272,18,1,0,0,0,0
573,60,70,3,3,2,2,0.932,171,0.327,7,7,2,0,0,0
43,29,93,1,3,0,2,0.949,215,0.269,11,3,0,0,0,1
496,204,83,2,1,1,1,0.924,51,0.197,17,9,2,0,0,0
615,88,73,3,0,0,2,0.917,168,0.141,20,9,1,0,0,0
261,55,97,0,3,2,4,0.335,59,0.093,11,11,0,0,0,1
666,94,79,2,0,0,0,0.925,70,0.195,106,27,2,0,0,1
494,63,85,2,3,3,1,0.859,197,0.142,63,30,4,0,0,1
329,89,92,1,3,1,8,0.449,82,0.285,4,2,1,0,0,1
30,29,81,2,4,0,2,0.994,51,0.287,7,7,1,0,0,1
563,112,72,3,1,1,0,0.994,11,0.004,16,7,0,0,0,1
360,146,82,2,0,0,2,0.841,113,0.317,14,0,2,0,0,0
44,23,89,1,1,1,0,0.98,153,0.14,1,1,2,0,0,1
434,66,83,2,4,2,1,0.805,10,0.06,7,5,2,0,0,1
630,146,71,3,2,1,8,0.302,216,0.251,15,3,1,0,0,1
16,31,91,1,2,2,0,0.817,191,0.256,9,9,0,0,0,0
43,5,83,2,1,1,0,0.972,151,0.282,14,10,2,0,0,1
300,210,78,2,3,1,0,0.947,81,0.223,20,4,1,0,0,0
550,189,70,3,3,2,0,0.782,203,0.27,16,8,0,0,0,0
64,17,9,8,0,0,0,0.805,47,0.231,4,4,1,0,0,1
222,48,60,4,7,4,5,0.695,16,0.045,48,8,1,0,0,1
388,106,84,2,3,0,0,0.964,205,0.235,7,0,1,0,0,0
882,188,70,3,2,0,1,0.902,3,0.051,8,4,0,0,0,1
58,15,28,10,4,0,1,0.974,73,0.221,9,2,1,0,0,1
618,170,70,3,2,2,2,0.783,14,0.048,17,3,1,0,0,1
336,165,90,1,1,1,0,0.949,40,0.294,18,6,1,0,0,0
490,190,83,2,2,2,1,0.903,88,0.148,4,4,1,0,0,0
35,18,3,10,0,0,1,0.988,39,0.275,11,9,0,0,0,1
24,9,97,0,0,0,2,0.854,109,0.164,19,11,1,0,0,1
185,62,20,8,4,8,3,0.479,14,0.102,15,12,0,0,0,1
425,171,94,1,3,1,2,0.85,135,0.121,11,8,1,12,3,1
281,163,86,1,2,2,0,0.98,102,0.305,18,2,2,0,0,0
319,201,71,3,4,1,2,0.941,138,0.244,15,5,2,0,0,0
55,6,18,10,3,3,0,0.966,168,0.315,6,6,2,0,0,1
70,23,24,10,0,0,2,0.79,217,0.169,14,8,0,0,0,1
671,162,96,0,1,1,2,0.895,107,0.252,12,3,2,22,2,1
40,24,76,2,3,3,1,0.872,67,0.331,18,0,1,0,0,1
369,58,100,0,2,2,2,0.919,128,0.302,14,12,0,0,0,0
